,dep,jour,P,cl_age90,pop
879,01,2020-07-31,17,0,656955.0
890,01,2020-08-01,5,0,656955.0
901,01,2020-08-02,2,0,656955.0
912,01,2020-08-03,9,0,656955.0
923,01,2020-08-04,14,0,656955.0
934,01,2020-08-05,10,0,656955.0
945,01,2020-08-06,15,0,656955.0
956,01,2020-08-07,9,0,656955.0
967,01,2020-08-08,8,0,656955.0
978,01,2020-08-09,1,0,656955.0
989,01,2020-08-10,22,0,656955.0
1000,01,2020-08-11,11,0,656955.0
1011,01,2020-08-12,15,0,656955.0
1022,01,2020-08-13,16,0,656955.0
1033,01,2020-08-14,25,0,656955.0
1044,01,2020-08-15,1,0,656955.0
1055,01,2020-08-16,0,0,656955.0
1066,01,2020-08-17,29,0,656955.0
1077,01,2020-08-18,23,0,656955.0
1088,01,2020-08-19,27,0,656955.0
1099,01,2020-08-20,33,0,656955.0
1110,01,2020-08-21,50,0,656955.0
1121,01,2020-08-22,17,0,656955.0
1132,01,2020-08-23,2,0,656955.0
1143,01,2020-08-24,54,0,656955.0
1154,01,2020-08-25,38,0,656955.0
1165,01,2020-08-26,56,0,656955.0
1176,01,2020-08-27,88,0,656955.0
1187,01,2020-08-28,61,0,656955.0
1198,01,2020-08-29,24,0,656955.0
1209,01,2020-08-30,2,0,656955.0
1220,01,2020-08-31,99,0,656955.0
1231,01,2020-09-01,73,0,656955.0
1242,01,2020-09-02,67,0,656955.0
1253,01,2020-09-03,102,0,656955.0
1264,01,2020-09-04,78,0,656955.0
1275,01,2020-09-05,40,0,656955.0
1286,01,2020-09-06,3,0,656955.0
1297,01,2020-09-07,90,0,656955.0
1308,01,2020-09-08,92,0,656955.0
1319,01,2020-09-09,67,0,656955.0
1330,01,2020-09-10,103,0,656955.0
1341,01,2020-09-11,100,0,656955.0
1352,01,2020-09-12,43,0,656955.0
1363,01,2020-09-13,5,0,656955.0
1374,01,2020-09-14,117,0,656955.0
1385,01,2020-09-15,154,0,656955.0
1396,01,2020-09-16,153,0,656955.0
1407,01,2020-09-17,99,0,656955.0
1418,01,2020-09-18,103,0,656955.0
1429,01,2020-09-19,29,0,656955.0
1440,01,2020-09-20,4,0,656955.0
1451,01,2020-09-21,129,0,656955.0
1462,01,2020-09-22,104,0,656955.0
1473,01,2020-09-23,101,0,656955.0
1484,01,2020-09-24,85,0,656955.0
1495,01,2020-09-25,82,0,656955.0
1506,01,2020-09-26,25,0,656955.0
1517,01,2020-09-27,1,0,656955.0
1528,01,2020-09-28,96,0,656955.0
1539,01,2020-09-29,106,0,656955.0
1550,01,2020-09-30,95,0,656955.0
1561,01,2020-10-01,106,0,656955.0
1572,01,2020-10-02,128,0,656955.0
1583,01,2020-10-03,61,0,656955.0
1594,01,2020-10-04,9,0,656955.0
1605,01,2020-10-05,208,0,656955.0
1616,01,2020-10-06,191,0,656955.0
1627,01,2020-10-07,228,0,656955.0
1638,01,2020-10-08,260,0,656955.0
1649,01,2020-10-09,291,0,656955.0
1660,01,2020-10-10,103,0,656955.0
1671,01,2020-10-11,12,0,656955.0
1682,01,2020-10-12,476,0,656955.0
1693,01,2020-10-13,366,0,656955.0
1704,01,2020-10-14,401,0,656955.0
1715,01,2020-10-15,540,0,656955.0
1726,01,2020-10-16,530,0,656955.0
1737,01,2020-10-17,204,0,656955.0
1748,01,2020-10-18,26,0,656955.0
1759,01,2020-10-19,750,0,656955.0
1770,01,2020-10-20,795,0,656955.0
1781,01,2020-10-21,795,0,656955.0
1792,01,2020-10-22,897,0,656955.0
1803,01,2020-10-23,1011,0,656955.0
1814,01,2020-10-24,363,0,656955.0
1825,01,2020-10-25,73,0,656955.0
1836,01,2020-10-26,1187,0,656955.0
1847,01,2020-10-27,1180,0,656955.0
1858,01,2020-10-28,1131,0,656955.0
1869,01,2020-10-29,1140,0,656955.0
1880,01,2020-10-30,1057,0,656955.0
1891,01,2020-10-31,401,0,656955.0
1902,01,2020-11-01,78,0,656955.0
1913,01,2020-11-02,1331,0,656955.0
1924,01,2020-11-03,1250,0,656955.0
1935,01,2020-11-04,940,0,656955.0
1946,01,2020-11-05,963,0,656955.0
1957,01,2020-11-06,814,0,656955.0
1968,01,2020-11-07,270,0,656955.0
1979,01,2020-11-08,42,0,656955.0
1990,01,2020-11-09,868,0,656955.0
2001,01,2020-11-10,665,0,656955.0
2012,01,2020-11-11,49,0,656955.0
2023,01,2020-11-12,607,0,656955.0
2034,01,2020-11-13,515,0,656955.0
2045,01,2020-11-14,169,0,656955.0
2056,01,2020-11-15,31,0,656955.0
2067,01,2020-11-16,574,0,656955.0
2078,01,2020-11-17,352,0,656955.0
2089,01,2020-11-18,293,0,656955.0
2100,01,2020-11-19,290,0,656955.0
2111,01,2020-11-20,261,0,656955.0
2122,01,2020-11-21,79,0,656955.0
2133,01,2020-11-22,17,0,656955.0
2144,01,2020-11-23,325,0,656955.0
2155,01,2020-11-24,187,0,656955.0
2166,01,2020-11-25,176,0,656955.0
2177,01,2020-11-26,249,0,656955.0
2188,01,2020-11-27,190,0,656955.0
2199,01,2020-11-28,95,0,656955.0
2210,01,2020-11-29,13,0,656955.0
2221,01,2020-11-30,225,0,656955.0
2232,01,2020-12-01,142,0,656955.0
2243,01,2020-12-02,186,0,656955.0
2254,01,2020-12-03,151,0,656955.0
2265,01,2020-12-04,161,0,656955.0
2276,01,2020-12-05,75,0,656955.0
2287,01,2020-12-06,13,0,656955.0
2298,01,2020-12-07,257,0,656955.0
2309,01,2020-12-08,185,0,656955.0
2320,01,2020-12-09,163,0,656955.0
2331,01,2020-12-10,171,0,656955.0
2342,01,2020-12-11,166,0,656955.0
2353,01,2020-12-12,87,0,656955.0
2364,01,2020-12-13,15,0,656955.0
2375,01,2020-12-14,251,0,656955.0
2386,01,2020-12-15,207,0,656955.0
2397,01,2020-12-16,168,0,656955.0
2408,01,2020-12-17,209,0,656955.0
2419,01,2020-12-18,266,0,656955.0
2430,01,2020-12-19,192,0,656955.0
2441,01,2020-12-20,103,0,656955.0
2452,01,2020-12-21,234,0,656955.0
2463,01,2020-12-22,253,0,656955.0
2474,01,2020-12-23,181,0,656955.0
2485,02,2020-05-13,14,0,526050.0
2496,02,2020-05-14,15,0,526050.0
2507,02,2020-05-15,14,0,526050.0
2518,02,2020-05-16,7,0,526050.0
2529,02,2020-05-17,2,0,526050.0
2540,02,2020-05-18,6,0,526050.0
2551,02,2020-05-19,8,0,526050.0
2562,02,2020-05-20,14,0,526050.0
2573,02,2020-05-21,2,0,526050.0
2584,02,2020-05-22,8,0,526050.0
2595,02,2020-05-23,2,0,526050.0
2606,02,2020-05-24,1,0,526050.0
2617,02,2020-05-25,16,0,526050.0
2628,02,2020-05-26,8,0,526050.0
2639,02,2020-05-27,4,0,526050.0
2650,02,2020-05-28,11,0,526050.0
2661,02,2020-05-29,1,0,526050.0
2672,02,2020-05-30,3,0,526050.0
2683,02,2020-05-31,0,0,526050.0
2694,02,2020-06-01,2,0,526050.0
2705,02,2020-06-02,8,0,526050.0
2716,02,2020-06-03,4,0,526050.0
2727,02,2020-06-04,8,0,526050.0
2738,02,2020-06-05,6,0,526050.0
2749,02,2020-06-06,15,0,526050.0
2760,02,2020-06-07,4,0,526050.0
2771,02,2020-06-08,8,0,526050.0
2782,02,2020-06-09,10,0,526050.0
2793,02,2020-06-10,6,0,526050.0
2804,02,2020-06-11,5,0,526050.0
2815,02,2020-06-12,10,0,526050.0
2826,02,2020-06-13,1,0,526050.0
2837,02,2020-06-14,0,0,526050.0
2848,02,2020-06-15,6,0,526050.0
2859,02,2020-06-16,5,0,526050.0
2870,02,2020-06-17,10,0,526050.0
2881,02,2020-06-18,2,0,526050.0
2892,02,2020-06-19,0,0,526050.0
2903,02,2020-06-20,1,0,526050.0
2914,02,2020-06-21,0,0,526050.0
2925,02,2020-06-22,8,0,526050.0
2936,02,2020-06-23,5,0,526050.0
2947,02,2020-06-24,0,0,526050.0
2958,02,2020-06-25,5,0,526050.0
2969,02,2020-06-26,1,0,526050.0
2980,02,2020-06-27,1,0,526050.0
2991,02,2020-06-28,0,0,526050.0
3002,02,2020-06-29,4,0,526050.0
3013,02,2020-06-30,3,0,526050.0
3024,02,2020-07-01,2,0,526050.0
3035,02,2020-07-02,5,0,526050.0
3046,02,2020-07-03,3,0,526050.0
3057,02,2020-07-04,3,0,526050.0
3068,02,2020-07-05,0,0,526050.0
3079,02,2020-07-06,4,0,526050.0
3090,02,2020-07-07,4,0,526050.0
3101,02,2020-07-08,3,0,526050.0
3112,02,2020-07-09,5,0,526050.0
3123,02,2020-07-10,5,0,526050.0
3134,02,2020-07-11,2,0,526050.0
3145,02,2020-07-12,1,0,526050.0
3156,02,2020-07-13,4,0,526050.0
3167,02,2020-07-14,0,0,526050.0
3178,02,2020-07-15,0,0,526050.0
3189,02,2020-07-16,2,0,526050.0
3200,02,2020-07-17,3,0,526050.0
3211,02,2020-07-18,1,0,526050.0
3222,02,2020-07-19,0,0,526050.0
3233,02,2020-07-20,2,0,526050.0
3244,02,2020-07-21,4,0,526050.0
3255,02,2020-07-22,7,0,526050.0
3266,02,2020-07-23,4,0,526050.0
3277,02,2020-07-24,4,0,526050.0
3288,02,2020-07-25,2,0,526050.0
3299,02,2020-07-26,0,0,526050.0
3310,02,2020-07-27,5,0,526050.0
3321,02,2020-07-28,4,0,526050.0
3332,02,2020-07-29,1,0,526050.0
3343,02,2020-07-30,0,0,526050.0
3354,02,2020-07-31,2,0,526050.0
3365,02,2020-08-01,5,0,526050.0
3376,02,2020-08-02,0,0,526050.0
3387,02,2020-08-03,14,0,526050.0
3398,02,2020-08-04,4,0,526050.0
3409,02,2020-08-05,3,0,526050.0
3420,02,2020-08-06,1,0,526050.0
3431,02,2020-08-07,6,0,526050.0
3442,02,2020-08-08,0,0,526050.0
3453,02,2020-08-09,1,0,526050.0
3464,02,2020-08-10,9,0,526050.0
3475,02,2020-08-11,9,0,526050.0
3486,02,2020-08-12,6,0,526050.0
3497,02,2020-08-13,2,0,526050.0
3508,02,2020-08-14,0,0,526050.0
3519,02,2020-08-15,0,0,526050.0
3530,02,2020-08-16,1,0,526050.0
3541,02,2020-08-17,7,0,526050.0
3552,02,2020-08-18,9,0,526050.0
3563,02,2020-08-19,13,0,526050.0
3574,02,2020-08-20,11,0,526050.0
3585,02,2020-08-21,13,0,526050.0
3596,02,2020-08-22,14,0,526050.0
3607,02,2020-08-23,1,0,526050.0
3618,02,2020-08-24,9,0,526050.0
3629,02,2020-08-25,10,0,526050.0
3640,02,2020-08-26,25,0,526050.0
3651,02,2020-08-27,15,0,526050.0
3662,02,2020-08-28,25,0,526050.0
3673,02,2020-08-29,8,0,526050.0
3684,02,2020-08-30,0,0,526050.0
3695,02,2020-08-31,22,0,526050.0
3706,02,2020-09-01,29,0,526050.0
3717,02,2020-09-02,16,0,526050.0
3728,02,2020-09-03,15,0,526050.0
3739,02,2020-09-04,22,0,526050.0
3750,02,2020-09-05,10,0,526050.0
3761,02,2020-09-06,3,0,526050.0
3772,02,2020-09-07,27,0,526050.0
3783,02,2020-09-08,24,0,526050.0
3794,02,2020-09-09,29,0,526050.0
3805,02,2020-09-10,36,0,526050.0
3816,02,2020-09-11,48,0,526050.0
3827,02,2020-09-12,24,0,526050.0
3838,02,2020-09-13,6,0,526050.0
3849,02,2020-09-14,46,0,526050.0
3860,02,2020-09-15,36,0,526050.0
3871,02,2020-09-16,52,0,526050.0
3882,02,2020-09-17,50,0,526050.0
3893,02,2020-09-18,37,0,526050.0
3904,02,2020-09-19,27,0,526050.0
3915,02,2020-09-20,0,0,526050.0
3926,02,2020-09-21,44,0,526050.0
3937,02,2020-09-22,42,0,526050.0
3948,02,2020-09-23,38,0,526050.0
3959,02,2020-09-24,50,0,526050.0
3970,02,2020-09-25,37,0,526050.0
3981,02,2020-09-26,37,0,526050.0
3992,02,2020-09-27,7,0,526050.0
4003,02,2020-09-28,37,0,526050.0
4014,02,2020-09-29,40,0,526050.0
4025,02,2020-09-30,36,0,526050.0
4036,02,2020-10-01,68,0,526050.0
4047,02,2020-10-02,55,0,526050.0
4058,02,2020-10-03,30,0,526050.0
4069,02,2020-10-04,3,0,526050.0
4080,02,2020-10-05,75,0,526050.0
4091,02,2020-10-06,101,0,526050.0
4102,02,2020-10-07,81,0,526050.0
4113,02,2020-10-08,110,0,526050.0
4124,02,2020-10-09,101,0,526050.0
4135,02,2020-10-10,71,0,526050.0
4146,02,2020-10-11,4,0,526050.0
4157,02,2020-10-12,130,0,526050.0
4168,02,2020-10-13,169,0,526050.0
4179,02,2020-10-14,127,0,526050.0
4190,02,2020-10-15,189,0,526050.0
4201,02,2020-10-16,198,0,526050.0
4212,02,2020-10-17,96,0,526050.0
4223,02,2020-10-18,6,0,526050.0
4234,02,2020-10-19,243,0,526050.0
4245,02,2020-10-20,279,0,526050.0
4256,02,2020-10-21,191,0,526050.0
4267,02,2020-10-22,336,0,526050.0
4278,02,2020-10-23,302,0,526050.0
4289,02,2020-10-24,165,0,526050.0
4300,02,2020-10-25,10,0,526050.0
4311,02,2020-10-26,276,0,526050.0
4322,02,2020-10-27,334,0,526050.0
4333,02,2020-10-28,279,0,526050.0
4344,02,2020-10-29,304,0,526050.0
4355,02,2020-10-30,311,0,526050.0
4366,02,2020-10-31,195,0,526050.0
4377,02,2020-11-01,16,0,526050.0
4388,02,2020-11-02,321,0,526050.0
4399,02,2020-11-03,315,0,526050.0
4410,02,2020-11-04,297,0,526050.0
4421,02,2020-11-05,309,0,526050.0
4432,02,2020-11-06,284,0,526050.0
4443,02,2020-11-07,218,0,526050.0
4454,02,2020-11-08,12,0,526050.0
4465,02,2020-11-09,270,0,526050.0
4476,02,2020-11-10,278,0,526050.0
4487,02,2020-11-11,18,0,526050.0
4498,02,2020-11-12,224,0,526050.0
4509,02,2020-11-13,232,0,526050.0
4520,02,2020-11-14,118,0,526050.0
4531,02,2020-11-15,13,0,526050.0
4542,02,2020-11-16,156,0,526050.0
4553,02,2020-11-17,157,0,526050.0
4564,02,2020-11-18,146,0,526050.0
4575,02,2020-11-19,173,0,526050.0
4586,02,2020-11-20,138,0,526050.0
4597,02,2020-11-21,70,0,526050.0
4608,02,2020-11-22,5,0,526050.0
4619,02,2020-11-23,144,0,526050.0
4630,02,2020-11-24,117,0,526050.0
4641,02,2020-11-25,102,0,526050.0
4652,02,2020-11-26,138,0,526050.0
4663,02,2020-11-27,103,0,526050.0
4674,02,2020-11-28,46,0,526050.0
4685,02,2020-11-29,10,0,526050.0
4696,02,2020-11-30,106,0,526050.0
4707,02,2020-12-01,138,0,526050.0
4718,02,2020-12-02,97,0,526050.0
4729,02,2020-12-03,110,0,526050.0
4740,02,2020-12-04,143,0,526050.0
4751,02,2020-12-05,91,0,526050.0
4762,02,2020-12-06,19,0,526050.0
4773,02,2020-12-07,167,0,526050.0
4784,02,2020-12-08,135,0,526050.0
4795,02,2020-12-09,135,0,526050.0
4806,02,2020-12-10,178,0,526050.0
4817,02,2020-12-11,209,0,526050.0
4828,02,2020-12-12,101,0,526050.0
4839,02,2020-12-13,9,0,526050.0
4850,02,2020-12-14,247,0,526050.0
4861,02,2020-12-15,203,0,526050.0
4872,02,2020-12-16,265,0,526050.0
4883,02,2020-12-17,298,0,526050.0
4894,02,2020-12-18,223,0,526050.0
4905,02,2020-12-19,116,0,526050.0
4916,02,2020-12-20,42,0,526050.0
4927,02,2020-12-21,246,0,526050.0
4938,02,2020-12-22,188,0,526050.0
4949,02,2020-12-23,190,0,526050.0
4960,03,2020-05-13,0,0,331315.0
4971,03,2020-05-14,2,0,331315.0
4982,03,2020-05-15,2,0,331315.0
4993,03,2020-05-16,2,0,331315.0
5004,03,2020-05-17,1,0,331315.0
5015,03,2020-05-18,1,0,331315.0
5026,03,2020-05-19,4,0,331315.0
5037,03,2020-05-20,4,0,331315.0
5048,03,2020-05-21,0,0,331315.0
5059,03,2020-05-22,17,0,331315.0
5070,03,2020-05-23,1,0,331315.0
5081,03,2020-05-24,0,0,331315.0
5092,03,2020-05-25,4,0,331315.0
5103,03,2020-05-26,1,0,331315.0
5114,03,2020-05-27,0,0,331315.0
5125,03,2020-05-28,2,0,331315.0
5136,03,2020-05-29,2,0,331315.0
5147,03,2020-05-30,0,0,331315.0
5158,03,2020-05-31,0,0,331315.0
5169,03,2020-06-01,1,0,331315.0
5180,03,2020-06-02,1,0,331315.0
5191,03,2020-06-03,0,0,331315.0
5202,03,2020-06-04,1,0,331315.0
5213,03,2020-06-05,0,0,331315.0
5224,03,2020-06-06,0,0,331315.0
5235,03,2020-06-07,0,0,331315.0
5246,03,2020-06-08,0,0,331315.0
5257,03,2020-06-09,0,0,331315.0
5268,03,2020-06-10,1,0,331315.0
5279,03,2020-06-11,2,0,331315.0
5290,03,2020-06-12,3,0,331315.0
5301,03,2020-06-13,1,0,331315.0
5312,03,2020-06-14,0,0,331315.0
5323,03,2020-06-15,0,0,331315.0
5334,03,2020-06-16,3,0,331315.0
5345,03,2020-06-17,1,0,331315.0
5356,03,2020-06-18,1,0,331315.0
5367,03,2020-06-19,0,0,331315.0
5378,03,2020-06-20,0,0,331315.0
5389,03,2020-06-21,0,0,331315.0
5400,03,2020-06-22,0,0,331315.0
5411,03,2020-06-23,0,0,331315.0
5422,03,2020-06-24,1,0,331315.0
5433,03,2020-06-25,0,0,331315.0
5444,03,2020-06-26,2,0,331315.0
5455,03,2020-06-27,0,0,331315.0
5466,03,2020-06-28,0,0,331315.0
5477,03,2020-06-29,2,0,331315.0
5488,03,2020-06-30,1,0,331315.0
5499,03,2020-07-01,2,0,331315.0
5510,03,2020-07-02,1,0,331315.0
5521,03,2020-07-03,0,0,331315.0
5532,03,2020-07-04,1,0,331315.0
5543,03,2020-07-05,0,0,331315.0
5554,03,2020-07-06,0,0,331315.0
5565,03,2020-07-07,0,0,331315.0
5576,03,2020-07-08,1,0,331315.0
5587,03,2020-07-09,1,0,331315.0
5598,03,2020-07-10,1,0,331315.0
5609,03,2020-07-11,0,0,331315.0
5620,03,2020-07-12,0,0,331315.0
5631,03,2020-07-13,1,0,331315.0
5642,03,2020-07-14,0,0,331315.0
5653,03,2020-07-15,3,0,331315.0
5664,03,2020-07-16,3,0,331315.0
5675,03,2020-07-17,1,0,331315.0
5686,03,2020-07-18,0,0,331315.0
5697,03,2020-07-19,0,0,331315.0
5708,03,2020-07-20,0,0,331315.0
5719,03,2020-07-21,1,0,331315.0
5730,03,2020-07-22,5,0,331315.0
5741,03,2020-07-23,4,0,331315.0
5752,03,2020-07-24,1,0,331315.0
5763,03,2020-07-25,4,0,331315.0
5774,03,2020-07-26,0,0,331315.0
5785,03,2020-07-27,4,0,331315.0
5796,03,2020-07-28,0,0,331315.0
5807,03,2020-07-29,3,0,331315.0
5818,03,2020-07-30,0,0,331315.0
5829,03,2020-07-31,2,0,331315.0
5840,03,2020-08-01,0,0,331315.0
5851,03,2020-08-02,0,0,331315.0
5862,03,2020-08-03,5,0,331315.0
5873,03,2020-08-04,1,0,331315.0
5884,03,2020-08-05,0,0,331315.0
5895,03,2020-08-06,1,0,331315.0
5906,03,2020-08-07,1,0,331315.0
5917,03,2020-08-08,0,0,331315.0
5928,03,2020-08-09,0,0,331315.0
5939,03,2020-08-10,5,0,331315.0
5950,03,2020-08-11,2,0,331315.0
5961,03,2020-08-12,0,0,331315.0
5972,03,2020-08-13,2,0,331315.0
5983,03,2020-08-14,3,0,331315.0
5994,03,2020-08-15,0,0,331315.0
6005,03,2020-08-16,0,0,331315.0
6016,03,2020-08-17,9,0,331315.0
6027,03,2020-08-18,3,0,331315.0
6038,03,2020-08-19,4,0,331315.0
6049,03,2020-08-20,9,0,331315.0
6060,03,2020-08-21,6,0,331315.0
6071,03,2020-08-22,2,0,331315.0
6082,03,2020-08-23,0,0,331315.0
6093,03,2020-08-24,9,0,331315.0
6104,03,2020-08-25,9,0,331315.0
6115,03,2020-08-26,16,0,331315.0
6126,03,2020-08-27,5,0,331315.0
6137,03,2020-08-28,9,0,331315.0
6148,03,2020-08-29,10,0,331315.0
6159,03,2020-08-30,0,0,331315.0
6170,03,2020-08-31,10,0,331315.0
6181,03,2020-09-01,13,0,331315.0
6192,03,2020-09-02,14,0,331315.0
6203,03,2020-09-03,20,0,331315.0
6214,03,2020-09-04,9,0,331315.0
6225,03,2020-09-05,9,0,331315.0
6236,03,2020-09-06,0,0,331315.0
6247,03,2020-09-07,21,0,331315.0
6258,03,2020-09-08,21,0,331315.0
6269,03,2020-09-09,12,0,331315.0
6280,03,2020-09-10,23,0,331315.0
6291,03,2020-09-11,11,0,331315.0
6302,03,2020-09-12,12,0,331315.0
6313,03,2020-09-13,2,0,331315.0
6324,03,2020-09-14,23,0,331315.0
6335,03,2020-09-15,11,0,331315.0
6346,03,2020-09-16,26,0,331315.0
6357,03,2020-09-17,30,0,331315.0
6368,03,2020-09-18,25,0,331315.0
6379,03,2020-09-19,12,0,331315.0
6390,03,2020-09-20,3,0,331315.0
6401,03,2020-09-21,22,0,331315.0
6412,03,2020-09-22,17,0,331315.0
6423,03,2020-09-23,10,0,331315.0
6434,03,2020-09-24,16,0,331315.0
6445,03,2020-09-25,27,0,331315.0
6456,03,2020-09-26,4,0,331315.0
6467,03,2020-09-27,1,0,331315.0
6478,03,2020-09-28,17,0,331315.0
6489,03,2020-09-29,14,0,331315.0
6500,03,2020-09-30,15,0,331315.0
6511,03,2020-10-01,19,0,331315.0
6522,03,2020-10-02,48,0,331315.0
6533,03,2020-10-03,11,0,331315.0
6544,03,2020-10-04,0,0,331315.0
6555,03,2020-10-05,33,0,331315.0
6566,03,2020-10-06,31,0,331315.0
6577,03,2020-10-07,42,0,331315.0
6588,03,2020-10-08,51,0,331315.0
6599,03,2020-10-09,77,0,331315.0
6610,03,2020-10-10,39,0,331315.0
6621,03,2020-10-11,2,0,331315.0
6632,03,2020-10-12,75,0,331315.0
6643,03,2020-10-13,98,0,331315.0
6654,03,2020-10-14,56,0,331315.0
6665,03,2020-10-15,103,0,331315.0
6676,03,2020-10-16,109,0,331315.0
6687,03,2020-10-17,68,0,331315.0
6698,03,2020-10-18,14,0,331315.0
6709,03,2020-10-19,207,0,331315.0
6720,03,2020-10-20,224,0,331315.0
6731,03,2020-10-21,247,0,331315.0
6742,03,2020-10-22,258,0,331315.0
6753,03,2020-10-23,286,0,331315.0
6764,03,2020-10-24,126,0,331315.0
6775,03,2020-10-25,14,0,331315.0
6786,03,2020-10-26,438,0,331315.0
6797,03,2020-10-27,312,0,331315.0
6808,03,2020-10-28,314,0,331315.0
6819,03,2020-10-29,344,0,331315.0
6830,03,2020-10-30,362,0,331315.0
6841,03,2020-10-31,170,0,331315.0
6852,03,2020-11-01,22,0,331315.0
6863,03,2020-11-02,440,0,331315.0
6874,03,2020-11-03,345,0,331315.0
6885,03,2020-11-04,307,0,331315.0
6896,03,2020-11-05,255,0,331315.0
6907,03,2020-11-06,295,0,331315.0
6918,03,2020-11-07,128,0,331315.0
6929,03,2020-11-08,12,0,331315.0
6940,03,2020-11-09,339,0,331315.0
6951,03,2020-11-10,286,0,331315.0
6962,03,2020-11-11,23,0,331315.0
6973,03,2020-11-12,304,0,331315.0
6984,03,2020-11-13,239,0,331315.0
6995,03,2020-11-14,66,0,331315.0
7006,03,2020-11-15,7,0,331315.0
7017,03,2020-11-16,170,0,331315.0
7028,03,2020-11-17,130,0,331315.0
7039,03,2020-11-18,97,0,331315.0
7050,03,2020-11-19,108,0,331315.0
7061,03,2020-11-20,94,0,331315.0
7072,03,2020-11-21,65,0,331315.0
7083,03,2020-11-22,14,0,331315.0
7094,03,2020-11-23,135,0,331315.0
7105,03,2020-11-24,112,0,331315.0
7116,03,2020-11-25,72,0,331315.0
7127,03,2020-11-26,72,0,331315.0
7138,03,2020-11-27,89,0,331315.0
7149,03,2020-11-28,44,0,331315.0
7160,03,2020-11-29,17,0,331315.0
7171,03,2020-11-30,125,0,331315.0
7182,03,2020-12-01,75,0,331315.0
7193,03,2020-12-02,76,0,331315.0
7204,03,2020-12-03,73,0,331315.0
7215,03,2020-12-04,124,0,331315.0
7226,03,2020-12-05,40,0,331315.0
7237,03,2020-12-06,5,0,331315.0
7248,03,2020-12-07,144,0,331315.0
7259,03,2020-12-08,106,0,331315.0
7270,03,2020-12-09,98,0,331315.0
7281,03,2020-12-10,121,0,331315.0
7292,03,2020-12-11,84,0,331315.0
7303,03,2020-12-12,61,0,331315.0
7314,03,2020-12-13,7,0,331315.0
7325,03,2020-12-14,197,0,331315.0
7336,03,2020-12-15,116,0,331315.0
7347,03,2020-12-16,125,0,331315.0
